,hi-en,hi,len-hi,len-hi-en
4798,tacs,टैक्स,5,4
4799,walk,वाक,3,4
4800,syed,सईद,3,4
4801,yedo,एडो,3,4
4802,temp,टेम्प,5,4
4803,amos,अमोस,4,4
4804,bahl,बहल,3,4
4805,bakr,बकर,3,4
4806,ampc,एएमपीसी,7,4
4807,alva,अल्वा,5,4
4808,baku,बकू,3,4
4809,twig,ट्विग,5,4
4810,apni,अपनी,4,4
4811,thol,थोल,3,4
4812,awaz,आवाज़,5,4
4813,thom,थोम,3,4
4814,alur,अलुर,4,4
4815,vino,वाइन,4,4
4816,aust,आस्ट,4,4
4817,apne,अपने,4,4
4818,barh,बढ़,3,4
4819,surs,सुर,3,4
4820,sync,सिंक,4,4
4821,arji,अर्जी,5,4
4822,adhi,आधी,3,4
4823,amol,अमुल,4,4
4824,aras,अरस,3,4
4825,arab,अरब,3,4
4826,tver,त्वेर,5,4
4827,aqsa,अक़सा,5,4
4828,surf,सर्फ,4,4
4829,awas,अबास,4,4
4830,veni,वेणी,4,4
4831,aqua,अक्वा,5,4
4832,alps,आल्पस,5,4
4833,amor,एमोर,4,4
4834,this,थाइस,4,4
4835,alsa,अलसा,4,4
4836,wilt,विल्ट,5,4
4837,tuff,टफ़,3,4
4838,swat,स्वाट,5,4
4839,agra,आगरा,4,4
4840,bala,बाल,3,4
4841,aqub,याक़ूब,6,4
4842,tada,टाड़ा,5,4
4843,appc,एपीपीसी,7,4
4844,test,टेस्ट,5,4
4845,ambe,अंबे,4,4
4846,agha,आग़ा,4,4
4847,apta,एपीटीए,6,4
4848,vata,वात,3,4
4849,auld,अल्ड,4,4
4850,apte,आपटे,4,4
4851,awad,अवाद,4,4
4852,venu,वेणु,4,4
4853,allu,अल्लू,5,4
4854,sweb,स्वेब,5,4
4855,yazd,यज़्द,5,4
4856,amit,अमित,4,4
4857,adil,आदिल,4,4
4858,webs,वैब्स,5,4
4859,amal,अमल,3,4
4860,vich,विच,3,4
4861,vera,वेरा,4,4
4862,whip,व्हिप,5,4
4863,vatu,वातु,4,4
4864,tula,तुला,4,4
4865,tabu,तबु,3,4
4866,suse,एसयूएसई,7,4
4867,yoga,याग,3,4
4868,atul,अतुल,4,4
4869,arif,आरिफ,4,4
4870,ahir,अहिर,4,4
4871,akna,अक्ना,5,4
4872,atma,आत्मा,5,4
4873,wali,बालि,4,4
4874,truk,ट्रक,4,4
4875,akho,अखो,3,4
4876,ariq,आरिक़,5,4
4877,tura,तूरा,4,4
4878,alui,अलुई,4,4
4879,baim,बैम,3,4
4880,alma,अलमा,4,4
4881,stak,स्टाक,5,4
4882,wahi,वही,3,4
4883,acus,एकस,3,4
4884,waqf,वक्फ,4,4
4885,amma,अम्मा,5,4
4886,tabs,टेब्स,5,4
4887,trek,ट्रेक,5,4
4888,tube,टयूब,4,4
4889,true,ट्रू,4,4
4890,acts,एक्ट,4,4
4891,arbi,अरबी,4,4
4892,span,स्पैन,5,4
4893,auli,आवली,4,4
4894,spam,स्पैम,5,4
4895,base,बसे,3,4
4896,tute,तूते,4,4
4897,alum,आलम,3,4
4898,adim,आदिम,4,4
4899,amir,अमीर,4,4
4900,webm,वेबएम,5,4
4901,basu,बसु,3,4
4902,vasu,बसु,3,4
4903,atka,अटका,4,4
4904,amat,अमाट,4,4
4905,amla,आमला,4,4
4906,apsa,एपीएसए,6,4
4907,vimi,विमी,4,4
4908,baht,बात,3,4
4909,atit,अतीत,4,4
4910,aksa,अक़सा,5,4
4911,spmc,एसपीएमसी,8,4
4912,gaina,गैना,4,5
4913,nagma,नगमा,4,5
4914,dacus,डैकस,4,5
4915,tsang,सांग,4,5
4916,tryon,ट्रायन,6,5
4917,dabas,डबास,4,5
4918,tsada,साडा,4,5
4919,dabba,ड़बे,4,5
4920,torch,टार्च,5,5
4921,nagoa,नागोआ,5,5
4922,tooth,टूथ,3,5
4923,kanuj,कन्नौज,6,5
4924,waman,वामन,4,5
4925,gains,गेन्स,5,5
4926,topee,टोपे,4,5
4927,nafta,नाफ्टा,6,5
4928,katwa,कटवा,4,5
4929,nagen,नगेन,4,5
4930,nagin,नागिन,5,5
4931,motor,मोटर,4,5
4932,motel,मोटल,4,5
4933,dadar,दादर,4,5
4934,kanze,कांज़े,6,5
4935,gaidi,गैडि,4,5
4936,ganga,गंग,3,5
4937,dacca,डक्का,5,5
4938,kanwa,कण्व,4,5
4939,nagas,नाग,3,5
4940,katun,कतुन,4,5
4941,daddy,डैडी,4,5
4942,dadri,दादरी,5,5
4943,motif,मोटिफ,5,5
4944,wanda,वांडा,5,5
4945,dabur,डाबर,4,5
4946,toone,टून,3,5
4947,truti,त्रुटि,6,5
4948,mosul,मोसुल,5,5
4949,trust,ट्रस्ट,6,5
4950,torah,तोरा,4,5
4951,akali,अकाली,5,5
4952,kanva,कण्व,4,5
4953,dadra,दादर,4,5
4954,dabra,डाबरा,5,5
4955,dafoe,डाफ़ो,5,5
4956,motia,मोतिया,6,5
4957,akaki,एककी,4,5
4958,warli,वारली,5,5
4959,kanya,कन्या,5,5
4960,nagda,नागदा,5,5
4961,nagar,नगर,3,5
4962,deeka,डीका,4,5
4963,deegh,डीघ,3,5
4964,morse,मोर्स,5,5
4965,kanti,कांति,5,5
4966,kanha,कान्हा,6,5
4967,moore,मूर,3,5
4968,names,नामों,5,5
4969,namik,नमिक,4,5
4970,dehri,देहरी,5,5
4971,namiq,नामिक,5,5
4972,named,नामित,5,5
4973,tubes,ट्यूब,5,5
4974,moong,मूंग,4,5
4975,arazi,अराज़ी,6,5
4976,moond,मूण्ड,5,5
4977,kango,कांगो,5,5
4978,nanaj,नानज,4,5
4979,cuspl,कस्पल,5,5
4980,ganji,गंजी,4,5
4981,nanak,नानक,4,5
4982,gadre,गद्रे,5,5
4983,ganja,गंजो,4,5
4984,kanjt,कांजी,5,5
4985,moped,मोपेड,5,5
4986,nalli,नल्ली,5,5
4987,nalwa,नलवा,4,5
4988,arbil,अरबील,5,5
4989,tones,टोन,3,5
4990,dehra,डेहरा,5,5
4991,toner,टोनर,4,5
4992,moose,मूस,3,5
4993,moosa,मूसा,4,5
4994,namak,नमक,3,5
4995,namaz,नमाज,4,5
4996,kanik,कणिक,4,5
4997,warna,वारना,5,5
4998,kanji,कांजी,5,5
4999,cusco,कुज़्को,7,5
5000,nancy,नैन्सी,6,5
5001,curve,कर्व,4,5
5002,monte,मांटे,5,5
5003,curia,क्युरिया,8,5
5004,tolls,टोल्ज़,6,5
5005,nanku,ननकू,4,5
5006,cured,क्योर्ड,7,5
5007,curds,कर्ड,4,5
5008,curie,क्युरी,6,5
5009,dekko,डेक्को,6,5
5010,arwal,अरवल,4,5
5011,gaour,गैर,3,5
5012,delap,डेलप,4,5
5013,gadhi,गाधी,4,5
5014,walid,वालिद,5,5
5015,monro,मोनरो,5,5
5016,kandi,कांदी,5,5
5017,kandu,कांडू,5,5
5018,nanga,नंगा,4,5
5019,tomar,तोमर,4,5
5020,tubid,तुबिद,5,5
5021,deity,आदितेय,6,5
5022,moods,मूड,3,5
5023,nanda,नंद,3,5
5024,gansu,गांसू,5,5
5025,tubul,टुबुल,5,5
5026,tudor,ट्यूडर,6,5
5027,ajaib,अजायब,5,5
5028,dekay,डीके,4,5
5029,gants,गांट्स,6,5
5030,nandi,नंदी,4,5
5031,gantt,गेंट,4,5
5032,kandy,कैंडी,5,5
5033,deken,देखें,5,5
5034,nandy,नंदी,4,5
5035,dehat,देहात,5,5
5036,tuber,ट्यूबर,6,5
5037,cyans,स्यान,5,5
5038,tonga,टांगा,5,5
5039,nahua,नहुआ,4,5
5040,nahum,नाहूम,5,5
5041,morus,मोरस,4,5
5042,cysts,सिस्ट,5,5
5043,naiad,नैअड,4,5
5044,artur,आर्तर,5,5
5045,gange,गंगे,4,5
5046,tonic,टानिक,5,5
5047,cyrus,साइरस,5,5
5048,deesa,डीसा,4,5
5049,kauai,कवाई,4,5
5050,naina,नयना,4,5
5051,gagan,गगन,3,5
5052,akash,आकाश,4,5
5053,naidu,नायड़ू,6,5
5054,nahin,नहीं,4,5
5055,morya,मौर्य,5,5
5056,ajami,अजमी,4,5
5057,daata,दाता,4,5
5058,deepa,दीपा,4,5
5059,gagra,घाघरा,5,5
5060,moson,मोसोन,5,5
5061,artis,आरती,4,5
5062,moshi,मोशी,4,5
5063,moshe,मोशे,4,5
5064,nagri,नगरी,4,5
5065,kantd,कांता,5,5
5066,moses,मोसेज़,6,5
5067,moser,मोज़र,5,5
5068,kanta,कांटा,5,5
5069,nahal,नाहल,4,5
5070,nahan,नाहन,4,5
5071,nahar,नहर,3,5
5072,cyril,सिरिल,5,5
5073,tools,टूल,3,5
5074,naini,नैनी,4,5
5075,kansa,कंस,3,5
5076,aruna,अरुणा,5,5
5077,nakba,नकबा,4,5
5078,nakfa,नाक्फ़ा,7,5
5079,nakki,नक्की,5,5
5080,cycle,साइकल,5,5
5081,nakul,नकुल,4,5
5082,najma,नज़मा,5,5
5083,gadya,गद्य,4,5
5084,moran,मोरन,4,5
5085,gangs,गैंग्स,6,5
5086,nalas,नालों,5,5
5087,nalha,नाल्ह,5,5
5088,walli,वल्ली,5,5
5089,cyber,साइबर,5,5
5090,deghs,देग,3,5
5091,defoe,डीफो,4,5
5092,morbi,मोरबी,5,5
5093,tubba,तुब्बा,6,5
5094,aruba,अरुबा,5,5
5095,naira,नाइरा,5,5
5096,morsi,मोर्सी,6,5
5097,moron,मोरोन,5,5
5098,naiya,नैया,4,5
5099,kanoj,कन्नौज,6,5
5100,cymru,सिमरु,5,5
5101,kaumi,कौमी,4,5
5102,najaf,नजफ,3,5
5103,akbar,अकबर,4,5
5104,moreh,मोरेह,5,5
5105,morea,मोरिया,6,5
5106,najib,नजीब,4,5
5107,tongi,टोंगी,5,5
5108,morsy,मोर्सी,6,5
5109,truss,ट्रस,4,5
5110,muine,म्यूइन,6,5
5111,dagga,डग्गा,5,5
5112,mungo,मुंगो,5,5
5113,arieh,एरिह,4,5
5114,arica,अरीका,5,5
5115,arias,आरिअस,5,5
5116,munha,मुनही,5,5
5117,arian,अरियन,5,5
5118,munia,मुनिया,6,5
5119,ariel,एरियल,5,5
5120,karol,करोल,4,5
5121,munir,मुनीर,5,5
5122,munja,मूंज,4,5
5123,munje,मुंजे,5,5
5124,munna,मुन्ना,6,5
5125,darpa,डीएआरपीए,8,5
5126,munni,मुन्नी,6,5
5127,munro,मुनरो,5,5
5128,arial,एरिअल,5,5
5129,tramp,ट्रैम्प,7,5
5130,treta,त्रेता,6,5
5131,muath,मुआथ,4,5
5132,munal,मुनाई,5,5
5133,darya,दरया,4,5
5134,dawda,दाव्डा,6,5
5135,gaman,गमन,3,5
5136,dawit,दावित,5,5
5137,munda,मुंड़ा,6,5
5138,karru,कारु,4,5
5139,munde,मुंडे,5,5
5140,dawki,दाउकी,5,5
5141,mucor,म्यूकर,6,5
5142,trams,ट्राम,5,5
5143,kasol,कसोल,4,5
5144,munga,मूंगा,5,5
5145,darul,दारुल,5,5
5146,trent,ट्रेंट,6,5
5147,kasur,कसूर,4,5
5148,dayal,दयाल,4,5
5149,darma,दरमा,4,5
5150,munaf,मुनाफ,5,5
5151,karne,कर्णे,5,5
5152,murad,मुराद,5,5
5153,wards,वार्ड,5,5
5154,argon,आर्गन,5,5
5155,gamma,गम्मा,5,5
5156,karka,कर्क,4,5
5157,gampo,गम्पो,5,5
5158,murti,मूर्ति,6,5
5159,katar,कटार,4,5
5160,trail,ट्रेल,5,5
5161,murty,मूर्ति,6,5
5162,daraa,दरआ,3,5
5163,gamur,गामुर,5,5
5164,katav,कटाव,4,5
5165,gajra,गजरा,4,5
5166,dappu,डप्पु,5,5
5167,gamut,गेमट,4,5
5168,waree,वाडी,4,5
5169,murud,मुरुद,5,5
5170,argun,अर्गुन,6,5
5171,dardi,दर्दी,5,5
5172,ajith,अजित,4,5
5173,arhat,अर्हत,5,5
5174,karna,करना,4,5
5175,karmi,कर्मी,5,5
5176,arhar,अरहर,4,5
5177,dario,डेरियो,6,5
5178,dayri,डायरी,5,5
5179,karma,करमा,4,5
5180,train,ट्रेन,5,5
5181,games,गेम,3,5
5182,murgi,मुर्गी,6,5
5183,mssrf,एमएसएसआरएफ,10,5
5184,msrdc,एमएसआरडीसी,10,5
5185,trial,ट्रायल,6,5
5186,dbase,डीबेस,5,5
5187,muria,मुरिया,6,5
5188,karle,कार्ले,6,5
5189,murli,मुरली,5,5
5190,armed,आर्म्ड,6,5
5191,ddbms,डीबीएमएस,8,5
5192,kaski,कास्की,6,5
5193,gamal,गमाल,4,5
5194,galis,गलियों,6,5
5195,arjan,अर्जन,5,5
5196,dauer,डाअर,4,5
5197,mukti,मुक़्ति,7,5
5198,mukul,मुकुल,5,5
5199,kasba,कस्बा,5,5
5200,kashi,काशी,4,5
5201,mukta,मुक्ता,6,5
5202,muggu,मुग्गु,6,5
5203,arkam,अरक़म,5,5
5204,dasyu,दस्यु,5,5
5205,warah,वाराह,5,5
5206,ajmal,अजमल,4,5
5207,mugal,मुगल,4,5
5208,dasta,दस्ते,5,5
5209,dassu,दासु,4,5
5210,muger,मुंगेर,6,5
5211,datto,दत्तो,5,5
5212,ajmer,अजमेंर,6,5
5213,tread,टीआरईएडी,8,5
5214,datta,दत्त,4,5
5215,treat,ट्रीट,5,5
5216,galla,गाल्ला,6,5
5217,kasam,कसम,3,5
5218,datia,दतिया,5,5
5219,dates,डेट्स,5,5
5220,arjun,अर्जुन,6,5
5221,kasai,कसाई,4,5
5222,kasab,क़साब,5,5
5223,ajman,अजमान,5,5
5224,mukha,मुख,3,5
5225,mukhi,मुखी,4,5
5226,datar,दातार,5,5
5227,mukim,मुकिम,5,5
5228,muhrs,मोहरें,6,5
5229,mukka,मुक्का,6,5
5230,mukki,मुक्की,6,5
5231,dausa,दौसा,4,5
5232,trang,त्रांग,6,5
5233,daval,देवल,4,5
5234,karya,कार्य,5,5
5235,mumal,मूमल,4,5
5236,trank,ट्रंक,5,5
5237,mumba,मुंबई,5,5
5238,warar,वरार,4,5
5239,dasas,दासों,5,5
5240,davie,डेवी,4,5
5241,mudde,मुड्डी,6,5
5242,galea,गैलिया,6,5
5243,mummy,मम्मी,5,5
5244,davis,डेविस,5,5
5245,karta,करता,4,5
5246,davos,दावोस,5,5
5247,mucus,म्यूकस,6,5
5248,dasan,दसन,3,5
5249,arisi,अरिसि,5,5
5250,dasam,दसम,3,5
5251,mumps,मम्पस,5,5
5252,trans,ट्रांस,6,5
5253,multi,मल्टी,5,5
5254,karur,करुड़,5,5
5255,kasht,काष्ठ,5,5
5256,trash,ट्रेश,5,5
5257,traps,ट्रैप,5,5
5258,mulam,मूलम,4,5
5259,mulji,मुलजी,5,5
5260,davar,ड़ावर,5,5
5261,galen,गेलन,4,5
5262,mulki,मुल्की,6,5
5263,mufti,मुती,4,5
5264,mulla,मुल्ल,5,5
5265,karvy,कार्वी,6,5
5266,kasim,क़ासिम,6,5
5267,mudra,मुद्रा,6,5
5268,david,ड़ेविड़,7,5
5269,galpa,गल्प,4,5
5270,galpo,गल्पो,5,5
5271,karve,कर्वे,5,5
5272,mukut,मुकट,4,5
5273,mount,माउंट,5,5
5274,daoud,दाउद,4,5
5275,ddeml,डीडीईएमएल,9,5
5276,kapur,कपूर,4,5
5277,nabob,नवाब,4,5
5278,daler,दलेर,4,5
5279,dalel,दलेल,4,5
5280,mpcdf,एमपीसीडीएफ,10,5
5281,nabro,नाब्रो,6,5
5282,truck,ट्र्क,5,5
5283,mpeda,एमपीईडीए,8,5
5284,nabvi,नबवी,4,5
5285,dechy,डेशी,4,5
5286,dalal,दलाल,4,5
5287,dalai,दलाई,4,5
5288,katra,कटरा,4,5
5289,gajak,गजक,3,5
5290,nacil,एनएसीआईएल,9,5
5291,totem,टोटम,4,5
5292,waris,वारिस,5,5
5293,decan,डेकन,4,5
5294,debye,डिबाई,5,5
5295,dalia,डालिया,6,5
5296,troll,ट्राल,5,5
5297,karad,कराड,4,5
5298,gajan,गाजन,4,5
5299,naber,नाबेर,5,5
5300,nabha,नाभा,4,5
5301,debra,ढेबरा,5,5
5302,dalma,डालमा,5,5
5303,debug,डिबग,4,5
5304,dalli,दल्ली,5,5
5305,tower,टावर,4,5
5306,nabin,नवीन,4,5
5307,nabis,नबियों,6,5
5308,daliy,डेली,4,5
5309,tours,टुर,3,5
5310,dalit,दलित,4,5
5311,trout,ट्राउट,6,5
5312,dalip,दलीप,4,5
5313,total,टोटल,4,5
5314,deboo,देबू,4,5
5315,nadal,नडाल,4,5
5316,daksh,दक्ष,4,5
5317,decks,डेकों,5,5
5318,mouth,माउथ,4,5
5319,nadvi,नदबी,4,5
5320,mouse,माउस,4,5
5321,trunk,ट्रंक,5,5
5322,dahod,दाहोड,5,5
5323,torna,तोर्णा,6,5
5324,nadru,नदरु,4,5
5325,nafed,नाफेड,5,5
5326,dahej,दहेज,4,5
5327,nafir,नफीरी,5,5
5328,kattu,कट्टु,5,5
5329,dagis,डागी,4,5
5330,kapil,कपिल,4,5
5331,moura,मोउरा,5,5
5332,kapda,कपड़ा,5,5
5333,dahir,दाहिर,5,5
5334,katta,कट्टा,5,5
5335,daily,डेली,4,5
5336,nadis,नाड़ियां,8,5
5337,nadda,नड्डा,5,5
5338,gandi,गंडी,4,5
5339,movie,मूवी,4,5
5340,nadep,नाडीप,5,5
5341,dakar,डकर,3,5
5342,nader,नादिर,5,5
5343,kappa,कापा,4,5
5344,akaal,अकाल,4,5
5345,trump,ट्रम्प,6,5
5346,artha,अर्थ,4,5
5347,daiya,दईया,4,5
5348,daivi,दैवी,4,5
5349,daiva,दैव,3,5
5350,nadia,नदिया,5,5
5351,daisy,डेज़ी,5,5
5352,dairy,ड़ेयरी,6,5
5353,nadir,नादिर,5,5
5354,nadar,नाडार,5,5
5355,musca,मस्क,4,5
5356,arcot,अरकाट,5,5
5357,debit,डेबिट,5,5
5358,trade,ट्रेड,5,5
5359,mutha,मुथा,4,5
5360,ardra,आर्द्रा,7,5
5361,msjid,मस्जिद,6,5
5362,muthu,मुत्थु,6,5
5363,dands,दन्ड,4,5
5364,mutua,मुतुआ,5,5
5365,dange,डांगे,5,5
5366,dandi,डांडी,5,5
5367,tract,टैक्ट,5,5
5368,kathi,काठी,4,5
5369,muzat,मुज़ार्त,8,5
5370,trips,टीआरआईपीएस,10,5
5371,mvezo,म्वेज़ो,7,5
5372,karbi,कर्बी,5,5
5373,danda,डंडा,4,5
5374,tracy,ट्रेसी,6,5
5375,dangu,डांगू,5,5
5376,muted,म्यूटेड,7,5
5377,arena,अरीना,5,5
5378,karin,करिन,4,5
5379,karim,करीम,4,5
5380,music,मयूजिक,6,5
5381,dante,डीएएनटीई,8,5
5382,musik,म्यूसिक,7,5
5383,ddrcs,डीडीआरसी,8,5
5384,katha,कट्ठा,5,5
5385,danny,डैनी,4,5
5386,arnik,आरण्यक,6,5
5387,karen,करें,4,5
5388,danio,डानियो,6,5
5389,danik,दैनिक,5,5
5390,arend,आर्नेद,6,5
5391,musth,मस्ती,5,5
5392,msmes,एमएसएमई,7,5
5393,ganda,गंडा,4,5
5394,msmed,एमएसएमई,7,5
5395,death,डेथ,3,5
5396,naarm,नार्म,5,5
5397,track,ट्रेक,5,5
5398,danav,दानव,4,5
5399,mypad,माइपाड,6,5
5400,arpan,अर्पण,5,5
5401,troff,ट्राफ,5,5
5402,karat,करात,4,5
5403,karas,कारास,5,5
5404,karan,करण,3,5
5405,karam,करम,3,5
5406,damme,डैम,3,5
5407,mysql,माइएसक्यूएल,11,5
5408,karak,करक,3,5
5409,arpit,अर्पित,6,5
5410,naach,नाच,3,5
5411,katni,कटनी,4,5
5412,daman,दमण,3,5
5413,arqam,अरक़म,5,5
5414,arrah,आररा,4,5
5415,trois,ट्रोइस,6,5
5416,mriga,मृग,3,5
5417,katla,कटला,4,5
5418,katju,काटजू,5,5
5419,katie,केटी,4,5
5420,katja,कत्जा,5,5
5421,arora,अरोड़,5,5
5422,myelo,माइलो,5,5
5423,myers,मायर्स,6,5
5424,gandh,गांधी,5,5
5425,damru,ड़मरू,5,5
5426,karau,करौ,3,5
5427,dampa,डम्पा,5,5
5428,damon,डमन,3,5
5429,damoh,दमोह,4,5
5430,trace,ट्रेश,5,5
5431,ardha,अर्द्ध,6,5
5432,debal,देबल,4,5
5433,mynah,मैना,4,5
5434,gajar,गाजर,4,5
5435,arden,आर्डेन,6,5
5436,dance,डांस,4,5
5437,patch,पैच,3,5
5438,tiwan,ताइवान,6,5
5439,nanua,ननुआ,4,5
5440,kabir,कबीर,4,5
5441,outer,आउटर,4,5
5442,cohen,कोहेन,5,5
5443,kabhi,कभी,3,5
5444,oware,आवेर,4,5
5445,codon,कोडोन,5,5
5446,kabal,काबल,4,5
5447,kabab,कबाब,4,5
5448,codex,कोडेक्स,7,5
5449,codes,कोड,3,5
5450,coder,कोडर,4,5
5451,ahirs,अहिर,4,5
5452,coded,कोडित,5,5
5453,codec,कडेक,4,5
5454,atlas,अतलास,5,5
5455,paath,पाठ,3,5
5456,cocos,कोकोस,5,5
5457,paban,पबन,3,5
5458,cocoa,कोको,4,5
5459,theog,ठियोग,5,5
5460,pablo,पाबलो,5,5
5461,pabxs,पीएबीएक्स,9,5
5462,kaato,काटो,4,5
5463,atira,एटीआईआरए,8,5
5464,theni,थेनी,4,5
5465,theta,थीटा,4,5
5466,coker,कोकर,4,5
5467,kader,कादर,4,5
5468,kaddh,कड्ढ,4,5
5469,kadai,कढ़ाई,5,5
5470,think,थिंक,4,5
5471,kachi,कच्छी,5,5
5472,opera,आपेरा,5,5
5473,optic,आप्टिक,6,5
5474,kacch,कच्छा,5,5
5475,colin,कोलिन,5,5
5476,thing,थिंग,4,5
5477,order,आँर्डर,6,5
5478,kabza,कब्जा,5,5
5479,organ,आरगन,4,5
5480,thind,ठीन्ड,5,5
5481,oriya,उडिया,5,5
5482,kabul,क़ाबुल,6,5
5483,oscar,आस्कर,5,5
5484,colas,कोलास,5,5
5485,osman,उस्मान,6,5
5486,gerad,जीराड,5,5
5487,kabra,कब्रा,5,5
5488,ounce,आउन्स,5,5
5489,kabob,कबाब,4,5
5490,thief,थीफ़,4,5
5491,kaash,काश,3,5
5492,packs,पैक,3,5
5493,kaant,कांड,4,5
5494,weisz,वाइज़,5,5
5495,pages,पेजेज़,6,5
5496,kaaba,काबा,4,5
5497,paget,पेजेट,5,5
5498,cmake,सीमेक,5,5
5499,jyoty,ज्योति,6,5
5500,clyde,क्लायड,6,5
5501,aheer,अहीर,4,5
5502,getai,गीताई,5,5
5503,pahad,पहाड़,5,5
5504,jyoti,ज्योति,6,5
5505,pahar,पहर,3,5
5506,clubs,क़्लबों,7,5
5507,jyani,ज्याणी,6,5
5508,thapa,थापा,4,5
5509,gever,गेवर,4,5
5510,welch,वेल्,4,5
5511,cloud,क्लाउड,6,5
5512,pahla,पहला,4,5
5513,gfatm,जीएफएटीएम,9,5
5514,pahwa,पाहवा,5,5
5515,thant,थान्ट,5,5
5516,close,क्लोज,5,5
5517,pager,पेजर,4,5
5518,atrak,अतराक,5,5
5519,atpur,आटपुर,5,5
5520,atoms,एटम्स,5,5
5521,atman,आत्मा,5,5
5522,kaand,काण्ड,5,5
5523,theme,थीम,3,5
5524,padak,पदक,3,5
5525,thela,ठेला,4,5
5526,padam,पद्म,4,5
5527,cobra,कोबरा,5,5
5528,cobol,कोबोल,5,5
5529,cobie,कोबी,4,5
5530,padas,पादों,5,5
5531,paddy,पैडी,4,5
5532,kadha,काढ़ा,5,5
5533,kaali,काली,4,5
5534,kaala,काला,4,5
5535,padma,पदम,3,5
5536,atoll,एटोल,4,5
5537,padre,पादरी,5,5
5538,coast,कोय्ट,5,5
5539,gesso,गेसो,4,5
5540,padri,पादरी,5,5
5541,theft,थैफ्ट,5,5
5542,thebe,थीबी,4,5
5543,coach,कोच,3,5
5544,pagan,पागन,4,5
5545,coats,कोट,3,5
5546,gfecp,जीएफइसीपी,9,5
5547,third,थर्ड,4,5
5548,nyusi,न्यूसी,6,5
5549,asura,असुर,4,5
5550,kahan,कहाँ,4,5
5551,tiaan,तियान,5,5
5552,nrccl,एनआरसीसीएल,10,5
5553,ahmed,अहमद,4,5
5554,thunk,थंक,3,5
5555,asvem,अस्वेम,6,5
5556,nrega,एनआरईजीए,8,5
5557,asvin,आश्विन,6,5
5558,kahaa,कहा,3,5
5559,webel,वेबेल,5,5
5560,kagzi,कागजी,5,5
5561,aswan,असवान,5,5
5562,thumb,थंब,3,5
5563,thuli,थुलि,4,5
5564,thule,थुले,4,5
5565,throw,थ्रो,4,5
5566,kagaz,कागज़,5,5
5567,three,तेहरे,5,5
5568,kafue,काफुए,5,5
5569,async,एसिंक,5,5
5570,asyut,असयूत,5,5
5571,kafka,काफ्का,6,5
5572,gemma,जेमा,4,5
5573,thoth,थोथ,3,5
5574,comon,सामान्य,7,5
5575,npmsf,एनपीएमएसएफ,10,5
5576,norah,नोराह,5,5
5577,kahwa,कहवा,4,5
5578,kahte,कहते,4,5
5579,norse,नोर्स,5,5
5580,north,नार्थ,5,5
5581,ahoms,अहोम,4,5
5582,nosie,नोसी,4,5
5583,aston,एस्टन,5,5
5584,notes,नोट,3,5
5585,ahmet,अहमत,4,5
5586,nouri,नूरी,4,5
5587,astra,अस्त्र,6,5
5588,novak,नोवाक,5,5
5589,novas,नोवास,5,5
5590,kahin,कहीं,4,5
5591,tibia,टिबिआ,5,5
5592,novum,नोवम,4,5
5593,novus,नोवस,4,5
5594,gelug,गेलुग,5,5
5595,npcbb,एनपीसीबीबी,10,5
5596,kahar,कहार,4,5
5597,tibet,तिबत,4,5
5598,tibbi,टिब्बी,6,5
5599,tibba,टिब्बा,6,5
5600,atapi,अटापी,5,5
5601,nthoo,न्थू,4,5
5602,ntini,एंटिनी,6,5
5603,genie,जेनि,4,5
5604,kafan,कफन,3,5
5605,nuosu,नोसू,4,5
5606,athec,एथेक,4,5
5607,kaehr,केहर,4,5
5608,genoa,जेनोआ,5,5
5609,nurse,नर्स,4,5
5610,color,कलर,3,5
5611,thkuh,त्कुहु,6,5
5612,nutan,नूतन,4,5
5613,kadir,क़ादिर,6,5
5614,nuwan,नुवन,4,5
5615,nuwas,नुवास,5,5
5616,kadii,कड़ी,4,5
5617,nveen,नवीन,4,5
5618,colon,कोलन,4,5
5619,thiru,तिरु,4,5
5620,nyali,नाइअली,6,5
5621,ahmad,अहमद,4,5
5622,nyaya,न्याय,5,5
5623,nylon,नाइलोन,6,5
5624,nymph,निम्फ,5,5
5625,kadhi,कढी,3,5
5626,thomo,थोमो,4,5
5627,kafer,काफिर,5,5
5628,thool,थूल,3,5
5629,weber,बेबर,4,5
5630,atari,अटारी,5,5
5631,comma,कोमा,4,5
5632,comic,कामिक,5,5
5633,comex,कोमेक्स,7,5
5634,comet,कामेट,5,5
5635,comer,कोमर,4,5
5636,atees,अतीस,4,5
5637,kafis,काफ़ियों,8,5
5638,ntscs,एनटीएससी,8,5
5639,combo,कोंबो,5,5
5640,aterm,एटर्म,5,5
5641,genus,जीनस,4,5
5642,nubia,नुबिया,6,5
5643,genes,जिन्स,5,5
5644,kafir,काफ़िर,6,5
5645,athal,अथल,3,5
5646,colva,कोलवा,5,5
5647,kafia,काफिरा,6,5
5648,nueva,नुएवा,5,5
5649,nuevo,नुएवो,5,5
5650,nugas,न्यूगैस,7,5
5651,colts,कोल्टस,6,5
5652,nujol,न्युजोल,7,5
5653,nukta,नुक़्ता,7,5
5654,nubra,नुब्रा,6,5
5655,cloop,क्लूप,5,5
5656,paila,पैल,3,5
5657,thani,थानी,4,5
5658,audio,आडियो,5,5
5659,cieti,सीआईईटीआई,9,5
5660,audit,आडिट,4,5
5661,cider,साइडर,5,5
5662,whale,व्हेल,5,5
