,Unnamed: 0,hi,hi-en,len-hi,len-hi-en,translit
8653,10936,कृष्ण,krishn,5,6,कृष्ण
8654,10935,गिरने,girane,5,6,गिराने
8655,10934,दुबारा,dubara,6,6,दुबारा
8656,10933,हिकमत,hikmar,5,6,हिकमर
8657,10932,द्वारा,dowara,6,6,दोवारा
8658,10931,भिन्न,bhinna,5,6,भिन्न
8659,10938,सुदेश,sudesh,5,6,सुदेश
8660,10930,फारसी,faarsi,5,6,फ़ारसी
8661,10928,बजकर,bajkar,4,6,बजकर
8662,10927,जायज़ा,jayjaa,6,6,जायजा
8663,10926,सिपाही,sipahi,6,6,सिपाही
8664,10925,पैदल,paidal,4,6,पैदल
8665,10924,खेमों,khemon,5,6,खेमों
8666,10923,जाइंट्स,giants,7,6,जेंट्स
8667,10922,जीविका,jivika,6,6,जीविका
8668,10929,भूख,bhookh,3,6,भूख
8669,10921,स्वयं,swayam,5,6,स्वयं
8670,10939,कोशल,koshal,4,6,कौशल
8671,10941,दूसरा,soosra,5,6,सुसरा
8672,10957,हैम्मिल,hammil,7,6,हम्मिल
8673,10956,स्पंदों,spando,7,6,स्पांडो
8674,10955,रहने,rahane,4,6,रहने
8675,10954,लउतोका,lautko,6,6,लौटको
8676,10953,भारी,bhaari,4,6,भारी
8677,10952,सुनाई,sunayi,5,6,सुनाई
8678,10951,भारत,bhaart,4,6,भारत
8679,10940,फँसते,fanste,5,6,फंसते
8680,10950,मामलों,mamlon,6,6,मामलों
8681,10948,उतरती,utarti,5,6,उतरती
8682,10947,आंगनों,angano,6,6,अँगणो
8683,10946,बर्लिन,berlin,6,6,बर्लिन
8684,10945,क्लिष्ट,klisht,7,6,क्लिष्ट
8685,10944,इसलिये,isliya,6,6,इसलिए
8686,10943,मेलजोल,meljol,6,6,मेलजोल
8687,10942,डेन्यूब,danube,7,6,डेन्यूब
8688,10949,कहानी,kahani,5,6,कहानी
8689,10920,स्ट्रोम्स,storms,9,6,स्टॉर्म्स
8690,10919,हमें,hamein,4,6,हमें
8691,10918,वलाइन,valine,5,6,वालीने
8692,10896,स्विच,switch,5,6,स्विच
8693,10895,समग्र,samagr,5,6,समग्र
8694,10894,विस्तार,vistar,7,6,विस्तार
8695,10893,पेटेंट,patent,6,6,पेटेंट
8696,10892,नकारा,nakara,5,6,नाकारा
8697,10891,प्रिओम,priyom,6,6,परियों
8698,10890,दादरी,dadari,5,6,दादरी
8699,10897,दानव,daanav,4,6,दानव
8700,10889,पिलानी,pilani,6,6,पिलानी
8701,10887,कहना,kahnaa,4,6,कहना
8702,10886,काकोरी,kakori,6,6,काकोरी
8703,10885,खपत,khapat,3,6,खपत
8704,10884,अक्षर,akshar,5,6,अक्षर
8705,10883,प्रहार,prahar,6,6,प्रहार
8706,10882,क्रेटर,cretar,6,6,क्रेटर
8707,10881,मात्र,maatra,5,6,मात्रा
8708,10888,करते,kaarte,4,6,करते
8709,10898,मण्डली,mandil,6,6,मंदील
8710,10899,बरकत,barkat,4,6,बरकत
8711,10900,जब्बार,jabbar,6,6,जब्बार
8712,10917,ऐबडैब,abdabs,5,6,अबदाबस
8713,10916,कच्चे,kacche,5,6,कच्चे
8714,10915,जांच,jaanch,4,6,जांच
8715,10914,किरणें,kirane,6,6,किरणे
8716,10913,कुंतल,kuntal,5,6,कुंतल
8717,10912,गांव,gaanon,4,6,गानों
8718,10911,एकवर्ण,ekvarn,6,6,एकवारं
8719,10910,चाहें,chahen,5,6,चाहें
8720,10909,करें,karein,4,6,करें
8721,10908,टॅथिस,tothis,5,6,टेथिस
8722,10907,किस्मों,kismom,7,6,किस्मों
8723,10906,रायपुर,raipur,6,6,रायपुर
8724,10905,अन्दर,andhar,5,6,अन्दर
8725,10904,कुएं,kauyen,4,6,कौएं
8726,10903,कृषि,krushi,4,6,कृषि
8727,10902,मात्रा,matara,6,6,मात्रा
8728,10901,इंदिरा,indira,6,6,इंदिरा
8729,10958,छिड़,chhida,4,6,छिड़ा
8730,10880,वर्णन,varnan,5,6,वर्णन
8731,10959,भदेल,bhadel,4,6,भदेल
8732,10961,करनी,karani,4,6,करनी
8733,11019,देवता,devtaa,5,6,देवता
8734,11018,कछु,kachhu,3,6,कछु
8735,11017,वितरित,vitrit,6,6,वितरित
8736,11016,पड़ेगा,padega,6,6,पड़ेगा
8737,11015,पुनहा,punhaa,5,6,पुन्हा
8738,11014,जननी,janani,4,6,जननी
8739,11013,अपव्यय,apvyay,6,6,अपव्यय
8740,11020,झिल्ली,jhilli,6,6,झिल्ली
8741,11012,मौतों,mauton,5,6,मौतों
8742,11010,जाएगी,jayegi,5,6,जाएगी
8743,11009,हटकर,hatkar,4,6,हटकर
8744,11008,राजकीय,rajkiy,6,6,राजकीय
8745,11007,बेफिक्र,befikr,7,6,बेफिक्र
8746,11006,इंडीज,indies,5,6,इंडीज
8747,11005,निष्ठा,nishta,6,6,निष्ठा
8748,11004,जवाब,jawaab,4,6,जवाब
8749,11011,मासेक,maasek,5,6,मासिक
8750,11003,परास,paraas,4,6,परास
8751,11021,तवूस,tavoos,4,6,तावूस
8752,11023,क्रतिम,kratim,6,6,कृतिम
8753,11039,जिंजर,ginger,5,6,जिंजर
8754,11038,डेनिस,dennis,5,6,डेनिस
8755,11037,मीकांग,mekong,6,6,मेकाँग
8756,11036,आखिरी,akhiri,5,6,आखिरी
8757,11035,यांगि,yaangi,5,6,यांगी
8758,11034,उतरने,utarne,5,6,उतरने
8759,11033,धरला,dharla,4,6,धरला
8760,11022,मन्त्रों,mantro,8,6,मंत्रो
8761,11032,जासूसी,jasusi,6,6,जासूसी
8762,11030,क्रियोल,creole,7,6,क्रियोल
8763,11029,भुवः,bhuvah,4,6,भुवः
8764,11028,मादक,maadak,4,6,मादक
8765,11027,छाँह,chhanv,4,6,छाँव
8766,11026,पिजिन,pidgin,5,6,पिडगिन
8767,11025,आँकड़ा,aankda,6,6,आंकड़ा
8768,11024,आरंभ,aarnbh,4,6,आरंभ
8769,11031,केयर्ड,keyard,6,6,कयार्ड
8770,11002,धर्ता,dharta,5,6,धर्ता
8771,11001,डिम्पल,dimple,6,6,डिंपल
8772,11000,होटाले,hotale,6,6,होटल
8773,10978,रैडिक,radice,5,6,राडीके
8774,10977,शुनक,shunuk,4,6,शुनक
8775,10976,शोनक,shonak,4,6,शोनक
8776,10975,ब्युटि,beauty,6,6,ब्यूटी
8777,10974,ठाकु,thaaku,4,6,ठाकु
8778,10973,मैनिलो,manlio,6,6,मैलिओ
8779,10972,एफ़ोन्सो,afonso,8,6,अफोंसो
8780,10979,शुंग,shrung,4,6,श्रृंग
8781,10971,जमुना,jamuna,5,6,जमुना
8782,10969,दुर्गम,durgam,6,6,दुर्गम
8783,10968,ब्रायंट,briant,7,6,ब्रिएंट
8784,10967,दौरा,dauraa,4,6,दौरा
8785,10965,बाबुल,baabul,5,6,बाबुल
8786,10964,कब्जा,kabjaa,5,6,कब्जा
8787,10963,कायल,kaayal,4,6,कायल
8788,10962,शायर,shayar,4,6,शायर
8789,10970,जागीर,jageer,5,6,जागीर
8790,10980,कारण,karaan,4,6,कारण
8791,10981,निर्णय,nirnay,6,6,निर्णय
8792,10982,जादौन,jadaun,5,6,जादौन
8793,10999,विभिन,vibhin,5,6,विभिन
8794,10998,धनोआ,dhanoa,4,6,धनोआ
8795,10997,सालों,saalon,5,6,सालों
8796,10996,भजन,bhajan,3,6,भजन
8797,10995,धमाल,dhamal,4,6,धमाल
8798,10994,मनहर,manhar,4,6,मनहर
8799,10993,आइटम,aaitam,4,6,आइटम
8800,10992,जर्सी,jersey,5,6,जर्सी
8801,10991,आहरण,aahran,4,6,आहरण
8802,10990,भिलसा,bhilsa,5,6,भिलसा
8803,10989,आश्रित,ashrit,6,6,आश्रित
8804,10988,अनूपा,anoopa,5,6,अनूपा
8805,10987,नर्तक,nartak,5,6,नर्तक
8806,10986,इंग्लैंड,engand,8,6,ेनगंड
8807,10985,द्वारका,dwarka,7,6,द्वारका
8808,10984,सलीम,saleem,4,6,सलीम
8809,10983,कोयले,koyale,5,6,कोयले
8810,10960,महिला,mahila,5,6,महिला
8811,10879,रूडर,rudder,4,6,रडर
8812,10878,विष्णु,vishnu,6,6,विष्णु
8813,10877,ब्रह्मा,brahma,7,6,ब्रह्मा
8814,10772,बताया,bataya,5,6,बताया
8815,10771,मॉडल्स,models,6,6,मॉडल्स
8816,10770,करता,kartaa,4,6,करता
8817,10769,बंधक,bandhk,4,6,बंधक
8818,10768,विमिय,vimiya,5,6,विमिया
8819,10767,उन्हीं,nunhin,6,6,नन्हीं
8820,10766,उगता,ugataa,4,6,उगता
8821,10773,बजाते,bajate,5,6,बजाते
8822,10765,मिलता,miltaa,5,6,मिलता
8823,10763,दूसरे,doosre,5,6,दुसरे
8824,10762,बास्क,basque,5,6,बास्क
8825,10761,मुएर्ता,muarti,7,6,मुआरति
8826,10760,संकेत,sanket,5,6,संकेत
8827,10759,चुकी,chukit,4,6,चुकित
8828,10758,एवार्ड्स,awards,8,6,अवार्ड्स
8829,10757,पत्नी,patini,5,6,पतिनि
8830,10764,दुकान,gukaan,5,6,गुकान
8831,10756,नृत्य,nritya,5,6,नृत्य
8832,10774,नितंब,nitamb,5,6,नितम्ब
8833,10776,वयस्क,vyasak,5,6,व्यसक
8834,10793,वीडियो,vidiyo,6,6,वीडियो
8835,10792,एहसास,ehsaas,5,6,एहसास
8836,10791,निर्देश,nirdeh,7,6,निर्देह
8837,10790,पड़ता,padata,5,6,पड़ता
8838,10789,सोनाली,sonali,6,6,सोनाली
8839,10788,बेंद्रे,bendre,7,6,बेंद्रे
8840,10787,जानती,janati,5,6,जानती
8841,10775,लाएरे,laurer,5,6,लौरेर
8842,10785,लकड़ी,lakadi,5,6,लकड़ी
8843,10783,नार्वल,norval,6,6,नरवाल
8844,10782,बाहर,bhahar,4,6,भहर
8845,10781,क्राइस्ट,christ,8,6,क्राइस्ट
8846,10780,गौरी,gauuri,4,6,गऊरी
8847,10779,जबड़े,jabade,5,6,जबड़े
8848,10778,व्यर्थ,vyarth,6,6,व्यर्थ
8849,10777,बंधु,bandhu,4,6,बंधू
8850,10784,मलयल,malyal,4,6,मलयाल
8851,10755,तरीका,tarika,5,6,तरीका
8852,10754,अश्वों,ashvon,6,6,अश्वों
8853,10753,मिनट,minute,4,6,मिनट
8854,10731,अपचित,apchit,5,6,अपचित
8855,10730,पेटेंट,petent,6,6,पेटेंट
8856,10729,महती,mahati,4,6,महती
8857,10728,स्ट्राउड,straud,8,6,स्ट्राउड
8858,10727,लक्जरी,luxury,6,6,लक्ज़री
8859,10726,सजाने,sajane,5,6,सजाने
8860,10725,कारक,kaarak,4,6,कारक
8861,10732,विशेष,vishes,5,6,विशेष
8862,10724,साबित,saabit,5,6,साबित
8863,10722,पलकों,palkon,5,6,पलकों
8864,10721,कोर्निया,cornea,8,6,कॉर्निया
8865,10720,स्तम्भ,stambh,6,6,स्तम्भ
8866,10719,दम्माम,dammam,6,6,दम्मम
8867,10718,निर्माण,nirman,7,6,निर्माण
8868,10717,अटैक,attack,4,6,अटैक
8869,12017,वृहत,vruhat,4,6,वृहत
8870,10723,दिनेश,dinesh,5,6,दिनेश
8871,10733,कोर्स,coarse,5,6,करसे
8872,10734,आकर्ष,aakrsh,5,6,आकर्ष
8873,10735,ओवरों,ovaron,5,6,ओवरों
8874,10752,जनता,janata,4,6,जनता
8875,10751,पहना,pahnaa,4,6,पहना
8876,10750,रोएडेल,roedel,6,6,रोएडेल
8877,10749,मैटिस,maitis,5,6,माइटिस
8878,10748,बतख,batakh,3,6,बतख
8879,10747,पुराण,puranh,5,6,पुराण
8880,10746,छंदों,chando,5,6,चंदो
8881,10745,ऐंठन,aithan,4,6,ऐठन
8882,10744,कुम्भा,kumbha,6,6,कुम्भा
8883,10743,जाता,jaataa,4,6,जाता
8884,10742,आसान,aasaan,4,6,आसान
8885,10741,शिक्षा,shksha,6,6,श्क़्श
8886,10740,कुड़मी,kudemi,6,6,कुदेमी
8887,10739,बाधित,badhit,5,6,बाधित
8888,10738,महाल,mahaal,4,6,महल
8889,10737,कार्हार्ट,cahart,9,6,कहार्ट
8890,10736,क्रिकेट,kriket,7,6,क्रिकेट
8891,10794,कुलपति,kupati,6,6,कुपति
8892,10795,शिन्तो,shinto,6,6,शिंटो
8893,10796,रिसॉर्ट,resort,7,6,रिसोर्ट
8894,10797,पूनिया,puniya,6,6,पुनिया
8895,10855,तैयार,taiyar,5,6,तैयार
8896,10854,फ्रांस,franch,6,6,फ्रैंच
8897,10853,पूंजी,poonji,5,6,पूँजी
8898,10852,रसीली,rasili,5,6,रसीली
8899,10851,अर्नस्ट,ernest,7,6,अर्नेस्ट
8900,10850,चपटे,chapte,4,6,चपटे
8901,10849,पालकी,palaki,5,6,पालकी
8902,10856,डुबकी,dubaki,5,6,डुबकी
8903,10848,नवीसों,naviso,6,6,नवीसो
8904,10846,बोलकर,bolkar,5,6,बोलकर
8905,10845,राकांपा,rakapa,7,6,राकांपा
8906,10844,शरद,sharad,3,6,शरद
8907,10843,संजय,sanjay,4,6,संजय
8908,10842,बैंकॉक,bankko,6,6,बैंकको
8909,10841,भ्रूण,bhruna,5,6,भ्रूण
8910,10840,रेटिंग,rating,6,6,रेटिंग
8911,10847,शायद,shayad,4,6,शायद
8912,10857,अंतरिम,antrim,6,6,अंतरिम
8913,10858,गैलीलियो,gaileo,8,6,गैलो
8914,10859,अंततः,anttah,5,6,अंततः
8915,10876,चोपड़ा,chopda,6,6,चोपड़ा
8916,10875,स्वरूप,swarup,6,6,स्वरुप
8917,10874,मर्डर,murder,5,6,मर्डर
8918,10873,कुँवर,kunwar,5,6,कुंवर
8919,10872,पीड़ित,peedit,6,6,पीड़ित
8920,10871,चालू,chaalu,4,6,चालु
8921,10870,बंधा,bandha,4,6,बंधा
8922,10869,छपा,chhapa,3,6,छपा
8923,10868,सितारों,sitaro,7,6,सितारों
8924,10867,कदली,kadali,4,6,कदली
8925,10866,दासता,daasta,5,6,दासता
8926,10865,दिखाए,dikhae,5,6,दिखाए
8927,10864,गिरता,girtaa,5,6,गिरता
8928,10863,पुराने,punate,6,6,पङते
8929,10862,अजगर,ajagar,4,6,अजगर
8930,10861,वर्गों,vargon,6,6,वर्गों
8931,10860,गढ़ों,gadhon,5,6,गधों
8932,10839,पोखर,pokhar,4,6,पोखर
8933,11040,काफूर,kafoor,5,6,काफूर
8934,10838,दूसरा,doosra,5,6,दूसरा
8935,10836,मनीला,manila,5,6,मनिला
8936,10814,आर्द्र,aardra,6,6,आर्द्र
8937,10813,दाढ़ी,daadhi,5,6,दाढ़ी
8938,10812,ब्रेकर,braker,6,6,ब्रेकर
8939,10811,विविध,vividh,5,6,विविध
8940,10810,शादी,shaadi,4,6,शादी
8941,10809,चूकते,chukte,5,6,चूकते
8942,10808,शरफ,sharaf,3,6,शराफ
8943,10815,कुत्तों,kitton,7,6,कीटों
8944,10807,ब्राह्णण,branan,8,6,ब्रानन
8945,10805,छाती,chhati,4,6,छाती
8946,10804,चित्ती,chitti,6,6,चिट्टी
8947,10803,पहाडी,pahadi,5,6,पहाड़ी
8948,10802,अंसारी,ansari,6,6,अंसारी
8949,10801,हिब्रू,hebrew,6,6,हिब्रू
8950,10800,सीमाओं,simaon,6,6,सीमाओं
8951,10798,यहूदी,yahudi,5,6,यहूदी
8952,10806,हिम्मत,himmat,6,6,हिम्मत
8953,10816,बहरों,bahron,5,6,बहरों
8954,10817,भावों,bhavon,5,6,भावों
8955,10818,भाभी,bhabhi,4,6,भाभी
8956,10835,रेशो,reshon,4,6,रेशों
8957,10834,किशन,kishan,4,6,किशन
8958,10833,मौजूद,maujud,5,6,मौजूद
8959,10832,टोबैगो,tobago,6,6,टोबैगो
8960,10831,इमारत,imarat,5,6,ईमारत
8961,10830,विधाओं,vidhao,6,6,विधाओं
8962,10829,शेयर,shyyar,4,6,शीयर
8963,10828,आकार,aakaar,4,6,आकार
8964,10827,पसंद,pasand,4,6,पसंद
8965,10826,घूमना,ghumna,5,6,घूमना
8966,10825,धातु,dhaatu,4,6,धातु
8967,10824,दंडित,dandit,5,6,दण्डित
8968,10823,बलुई,baluee,4,6,बलुई
8969,10822,बकरी,bakari,4,6,बकरी
8970,10821,मुट्ठी,mutthi,6,6,मुट्ठी
8971,10820,झड़ने,jhadne,5,6,झड़ने
8972,10819,सर्विस,sarvis,6,6,सर्विस
8973,10837,ड्योढ़ी,dyodhi,7,6,ड्योढ़ी
8974,11366,जवान,jawaan,4,6,जवान
8975,11041,भाग,bhaaga,3,6,भागा
8976,11043,कुलडी,kuladi,5,6,कुलड़ी
8977,11263,यूजीन,eugene,5,6,यूजीने
8978,11262,रूमानी,rumani,6,6,रूमानी
8979,11261,बैकअप,backup,5,6,बैकअप
8980,11260,सीरीज,series,5,6,सीरीज
8981,11259,समिति,saniti,5,6,सनीति
8982,11258,सदस्य,sadshy,5,6,सदस्य
8983,11257,वनडे,oneday,4,6,वेदय
8984,11264,सुनवाई,sunwai,6,6,सुनवाई
8985,11256,अरेराज,areraj,6,6,अरेराज
8986,11254,कक्ष,kakssh,4,6,कक्ष
8987,11253,पुलिस,police,5,6,पुलिस
8988,11252,उलझन,uljhan,4,6,उलझन
8989,11251,आसवन,asavan,4,6,आसवन
8990,11250,स्वप्न,svapna,6,6,स्वप्ना
8991,11249,उपासना,upasna,6,6,उपासना
8992,11248,सलाह,salaah,4,6,सलाह
8993,11255,तलीय,taliya,4,6,तालिया
8994,11247,चिकन,chikan,4,6,चिकन
8995,11265,खेलने,khelne,5,6,खेलने
8996,11267,मार्ग,maarga,5,6,मार्ग
8997,11283,धर्म,dharam,4,6,धरम
8998,11282,ट्वेंटी,twenty,7,6,ट्वेंटी
8999,11281,प्रेषण,presan,6,6,प्रेसन
9000,11280,अंजान,anjaan,5,6,अनजान
9001,11279,कलाओं,kalaon,5,6,कलाओं
9002,11278,क्लाइव,klaive,6,6,क्लीवे
9003,11277,अधूरे,adhure,5,6,अधूरे
9004,11266,रनवे,runway,4,6,रनवे
9005,11276,जहाजो,jahajo,5,6,जहाजों
9006,11274,अवैध,avaidh,4,6,अवैध
9007,11273,वर्षों,varson,6,6,वर्षों
9008,11272,उद्भव,uddhav,5,6,उद्धव
9009,11271,डरता,dartaa,4,6,डरता
9010,11270,पुमोरी,pumori,6,6,पुमोरि
9011,11269,किशोर,kishor,5,6,किशोर
9012,11268,मनातें,manate,6,6,मानते
9013,11275,सिडनी,sydney,5,6,सिडनी
9014,11246,उपयोग,upyoga,5,6,उपयोग
9015,11245,नियमित,niymit,6,6,नियमित
9016,11244,शब्द,shabda,4,6,शब्द
9017,11222,मंजिल,manjil,5,6,मंजिल
9018,11221,चूजों,chujon,5,6,चूजों
9019,11220,बिहार,bihaar,5,6,बिहार
9020,11219,शकील,shakil,4,6,शकील
9021,11218,नय्यर,nayyar,5,6,नय्यर
9022,11217,जॉनी,johnny,4,6,जॉनी
9023,11216,बनाने,banane,5,6,बनाने
9024,11223,करतब,kartab,4,6,करतब
9025,11215,वित्तुम,vittum,7,6,विटुम
9026,11213,डाकुओं,dakuon,6,6,डाकुओं
9027,11212,भोगना,bhogna,5,6,भोगना
9028,11211,साहब,saahab,4,6,साहब
9029,11210,महमूद,mahmud,5,6,महमूद
9030,11209,दबाता,dabata,5,6,दबाता
9031,11208,मिडिल,middle,5,6,मिडिल
9032,11207,हार्मोन,harmon,7,6,हार्मोन
9033,11214,ब्रेद्रेन,breden,9,6,ब्रेंडन
9034,11224,स्टैलोन,stalon,7,6,स्टालों
9035,11225,उधने,udhane,4,6,उड़ाने
9036,11226,मरीन,marine,4,6,मरीन
9037,11243,लोगों,longon,5,6,लोगों
9038,11242,सीरीना,serena,6,6,सेरेना
9039,11241,देवता,devata,5,6,देवता
9040,11240,क्रूज़,cruise,6,6,क्रूज
9041,11239,चिपके,chipke,5,6,चिपके
9042,11238,सीनियर,senior,6,6,सीनियर
9043,11237,अनपेव्ड,unpend,7,6,ूंपेन्द
9044,11236,शारदा,sharda,5,6,शारदा
9045,11235,भूलर,bhular,4,6,भुलार
9046,11234,रेचक,rechak,4,6,रेचक
9047,11233,सीमित,simita,5,6,सीमित
9048,11232,सामरिक,samrik,6,6,सामरिक
9049,11231,विक्रम,vikram,6,6,विक्रम
9050,11230,रासक,raasak,4,6,रासक
9051,11229,चित्र,chitra,5,6,चित्र
9052,11228,अर्चना,archna,6,6,अर्चना
9053,11227,मैगनस,magnus,5,6,माग्नुस
9054,11284,मरीज,mareej,4,6,मरीज
9055,11206,झड़प,jhadap,4,6,झड़प
9056,11285,मारुति,maruti,6,6,मारुती
9057,11287,जिनपर,jinpar,5,6,जिनपर
9058,11344,बातों,baaton,5,6,बातों
9059,11343,दृष्टि,dristi,6,6,दृस्टि
9060,11342,साजिश,sajish,5,6,साजिश
9061,11341,धारक,dharak,4,6,धारक
9062,11340,दिखा,dikhaa,4,6,दिखा
9063,11339,ट्रेलर,trelar,6,6,ट्रेलर
9064,11338,प्याज़े,pyaaze,7,6,प्याज़
9065,11345,प्रकोप,prakop,6,6,प्रकोप
9066,11337,बारसूर,barsur,6,6,बारसूर
9067,11335,विजेता,vijeta,6,6,विजेता
9068,11334,लाइनें,lineon,6,6,लीनों
9069,11333,श्राप,shraap,5,6,श्राप
9070,11332,चलें,chalen,4,6,चलें
9071,11331,आठवें,athave,5,6,आठवे
9072,11330,सभा,sabhaa,3,6,सभा
9073,11329,बस्‍ती,bas‍ti,6,6,बस‍टी
9074,11336,प्रपात,prapat,6,6,प्रपात
9075,11328,मुंबई,mumbai,5,6,मुंबई
9076,11346,चिली,chilli,4,6,चिल्ली
9077,11348,बजट,budget,3,6,बजट
9078,11364,मक्खन,makaan,5,6,मकान
9079,11363,पिलाना,pilana,6,6,पिलाना
9080,11362,मधुर,madhur,4,6,मधुर
9081,11361,हैंवे,hainve,5,6,हैंवे
9082,11360,हृदय,hraday,4,6,हृदय
9083,11359,स्निग्ध,snigdh,7,6,स्निग्ध
9084,11358,भूमिका,bhuika,6,6,भुईका
9085,11347,मुद्रा,mudraa,6,6,मुद्रा
9086,11357,अलावा,alawaa,5,6,अलावा
9087,11355,पहाड़ों,pahado,7,6,पहाड़ो
9088,11354,बेचान,bechan,5,6,बेचैन
9089,11353,सीरिया,siriya,6,6,सीरिया
9090,11352,इजराइल,israel,6,6,इजराइल
9091,11351,तरलोक,tarlok,5,6,तरलोक
9092,11350,दूसरे,dusare,5,6,दूसरे
9093,11349,डॉलर,dollor,4,6,डॉलर
9094,11356,झेलता,jhelta,5,6,झेलता
9095,11327,भर्ती,bharti,5,6,भर्ती
9096,11326,स्कूल,school,5,6,स्कूल
9097,11325,सर्वर,server,5,6,सर्वर
9098,11303,स्कोटिया,scotia,8,6,स्कोटिआ
9099,11302,ग्रोट्स,grotes,7,6,ग्रोटेस
9100,11301,हीनता,heenta,5,6,हीनता
9101,11300,असारता,asarta,6,6,असारता
9102,11299,अग्रणी,agarni,6,6,अग्रणी
9103,11298,दिखला,dikhla,5,6,दिखला
9104,11297,सीज़न,season,5,6,सीजन
9105,11304,जूझते,jujhte,5,6,जूझते
9106,11296,गेमों,gameon,5,6,ग़मों
9107,11294,कनसोल,cansol,5,6,कंसोल
9108,11293,कनेको,kaneko,5,6,कनेको
9109,11292,थ्योरी,theory,6,6,थ्योरी
9110,11291,चमक,chamak,3,6,चमक
9111,11290,कामोइज़,kamoiz,7,6,कमोइज़
9112,11289,मानों,maanon,5,6,मानों
9113,11288,घुसने,ghusne,5,6,घुसने
9114,11295,उल्लेख,ullekh,6,6,उल्लेख
9115,11305,झलक,jhalak,3,6,झलक
9116,11306,भावज,bhavaj,4,6,भावज
9117,11307,भाषा,bhasaa,4,6,भासा
9118,11324,झूलते,jhulte,5,6,झूलते
9119,11323,उतरने,utrane,5,6,उतरने
9120,11322,उत्‍तर,ut‍tar,6,6,ुत‍तर
9121,11321,लगाने,lagane,5,6,लगाने
9122,11320,खंबु,khumbu,4,6,खुम्बू
9123,11319,अथीना,athina,5,6,अथीना
9124,11318,छोटी,chhoti,4,6,छोटी
9125,11317,प्रवाह,pravah,6,6,प्रवाह
9126,11316,उम्मीदे,ummide,7,6,उम्मीदे
9127,11315,कालीन,kaalin,5,6,कालीन
9128,11314,जीवों,jeevon,5,6,जीवों
9129,11313,बाज़ार,baajar,6,6,बाजार
9130,11312,अपच,apchan,3,6,अपचन
9131,11311,पश्तो,pashto,5,6,पश्तो
9132,11310,नृत्य,nrutya,5,6,नृत्य
9133,11309,वाक्यों,vakyon,7,6,वाक्यों
9134,11308,आखेट,aakhet,4,6,आखेट
9135,11286,सत्रह,satrah,5,6,सत्रह
9136,11205,घूमती,ghumti,5,6,घूमती
9137,11204,घूमने,ghumne,5,6,घूमने
9138,11203,हजूरी,hajuri,5,6,हजूरी
9139,11100,अपनायी,apnayi,6,6,अपनायी
9140,11099,शीतल,sheeta,4,6,शीट
9141,11098,हेरोइन,heroin,6,6,हेरोइन
9142,11097,कृपाल,kripal,5,6,कृपाल
9143,11096,पढता,padhta,4,6,पढता
9144,11095,क्षेत्र,ksetra,7,6,क्षेत्र
9145,11094,लोहानी,lohani,6,6,लोहानी
9146,11101,नानाजी,nanaji,6,6,नानाजी
9147,11093,टुमार्ट,tumart,7,6,तुमारत
9148,11091,शांति,saanti,5,6,शांति
9149,11090,आयोजित,ayojit,6,6,आयोजित
9150,11089,रबर,rubber,3,6,रबर
9151,11088,बोगोटा,bogota,6,6,बोगोटा
9152,11087,कच्चे,kachhe,5,6,कच्चे
9153,11086,यौगिको,yogiko,6,6,यौगिकों
9154,11085,विचार,vichar,5,6,विचार
9155,11092,बर्बर,burber,5,6,बर्बर
9156,11084,विरोध,virodh,5,6,विरोध
9157,11102,संडे,sunday,4,6,संडे
9158,11104,अर्थों,arthon,6,6,अर्थों
9159,11120,बेतिया,betiya,6,6,बेतिया
9160,11119,प्राणों,pranon,7,6,प्राणों
9161,11118,फ़ेफ़डों,fefdon,8,6,फेफड़ों
9162,11117,संतान,santan,5,6,संतान
9163,11116,सख्ती,sakhti,5,6,सख्ती
9164,11115,पड़ताल,padtal,6,6,पड़ताल
9165,11114,जबान,jabaan,4,6,जबान
9166,11103,अब्बास,abbaas,6,6,अब्बास
9167,11113,बिताना,bitana,6,6,बिताना
9168,11111,देवकी,devaki,5,6,देवकी
9169,11110,पर्वत,parwat,5,6,पर्वत
9170,11109,धान्य,dhanya,5,6,धन्य
9171,11108,रचना,rachna,4,6,रचना
9172,11107,कैम्पों,campon,7,6,कम्पों
9173,11106,सताये,sataye,5,6,सताए
9174,11105,शक्ति,shakti,5,6,शक्ति
9175,11112,मोंटाग,motang,6,6,मतंग
9176,11083,निकलता,niklta,6,6,निकलता
9177,11082,मेलोडी,melody,6,6,मेलोडी
9178,11081,बराबर,barabr,5,6,बराबर
9179,11059,धारकों,dharko,6,6,धारको
9180,11058,सकता,saktaa,4,6,सकता
9181,11057,पुत्रों,putron,7,6,पुत्रों
9182,11056,विषय,vishay,4,6,विषय
9183,11055,चाकू,chaaku,4,6,चाक़ू
9184,11054,द्वीपों,dwipon,7,6,द्वीपों
9185,11053,खातिर,khatir,5,6,खातिर
9186,11060,बेकेट,becket,5,6,बैकेट
9187,11052,पाइरेसी,piracy,7,6,पायरेसी
9188,11050,जयते,jayate,4,6,जयते
9189,11049,ब्रुनेई,brunei,7,6,ब्रूनेई
9190,11048,घावों,ghavon,5,6,घावों
9191,11047,दूसरी,dusari,5,6,दूसरी
9192,11046,गुहाओं,guhaon,6,6,गुहाओं
9193,11045,संघ,sangha,3,6,संघ
9194,11044,प्रताप,pratap,6,6,प्रताप
9195,11051,जबयह,yahjab,4,6,यःजब
9196,11061,बैरेट,barett,5,6,बैरेट
